"evt","perceived_at","game_id","season","day","player_id","player_name"
"Goodwin Morin is Beaned by a blonde roast with dark chocolate and toffee. Goodwin Morin is now Wired!","2020-11-17 22:00:38.890257","d21841ef-b0ed-4a2a-9952-1314b45cac6e",-1,0,"864b3be8-e836-426e-ae56-20345b41d03d","Goodwin Morin"
"Maddong Candy is Beaned by a double roast with body and butterscotch toffee. Maddong Candy is now Wired!","2020-11-17 22:00:38.890257","c906cb01-3214-4d70-a953-e8575f4fb450",-1,0,"caa9bd86-244a-4aba-a237-6a9528f09570","Maddong Candy"
"Breeze Regicide is Beaned by a half city roast with hints of lavender. Breeze Regicide is now Tired!","2020-11-17 22:00:54.879995","c906cb01-3214-4d70-a953-e8575f4fb450",-1,0,"3c53ff1c-6437-4965-a4a2-489bcb91d3f4","Breeze Regicide"
"Betsy Trombone is Beaned by a light city roast with caramel. Betsy Trombone is now Tired!","2020-11-17 22:01:02.887228","5947b5f0-7a90-4896-bfa6-fd011a36fba7",-1,0,"1732e623-ffc2-40f0-87ba-fdcf97131f1f","Betsy Trombone"
"Betsy Trombone is Beaned by a french roast with hints of lavender. Betsy Trombone is no longer Tired!","2020-11-17 22:01:02.887228","5947b5f0-7a90-4896-bfa6-fd011a36fba7",-1,0,"1732e623-ffc2-40f0-87ba-fdcf97131f1f","Betsy Trombone"
"Betsy Trombone is Beaned by a medium-dark roast with dark chocolate and toffee. Betsy Trombone is now Wired!","2020-11-17 22:01:02.887228","5947b5f0-7a90-4896-bfa6-fd011a36fba7",-1,0,"1732e623-ffc2-40f0-87ba-fdcf97131f1f","Betsy Trombone"
"Bugcatcher Roldan is Beaned by a medium-dark roast with caramel. Bugcatcher Roldan is now Wired!","2020-11-17 22:01:06.884516","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"9e39f808-ff70-4232-8a8c-28085227155f","Bugcatcher Roldan"
"Malik Destiny is Beaned by a medium-dark roast with body and butterscotch toffee. Malik Destiny is now Wired!","2020-11-17 22:01:06.884516","d21841ef-b0ed-4a2a-9952-1314b45cac6e",-1,0,"1301ee81-406e-43d9-b2bb-55ca6e0f7765","Malik Destiny"
"Valentine Games is Beaned by a light roast with caramel. Valentine Games is now Wired!","2020-11-17 22:01:30.88","5947b5f0-7a90-4896-bfa6-fd011a36fba7",-1,0,"c675fcdf-6117-49a6-ac32-99a89a3a88aa","Valentine Games"
"Liquid Friend is Beaned by a half city roast with strong citrus notes. Liquid Friend is now Tired!","2020-11-17 22:01:30.88","dbebf22e-ad38-4062-b857-410c22226518",-1,0,"d1a198d6-b05a-47cf-ab8e-39a6fa1ed831","Liquid Friend"
"Margarito Nava is Beaned by a second crack roast with delicate balance, flavor and body. Margarito Nava is now Wired!","2020-11-17 22:01:46.982934","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"718dea1a-d9a8-4c2b-933a-f0667b5250e6","Margarito Nava"
"Liquid Friend is Beaned by a light roast with strong citrus notes. Liquid Friend is no longer Tired!","2020-11-17 22:01:50.986821","dbebf22e-ad38-4062-b857-410c22226518",-1,0,"d1a198d6-b05a-47cf-ab8e-39a6fa1ed831","Liquid Friend"
"Lenny Marijuana is Beaned by a light city roast with hints of lavender. Lenny Marijuana is now Wired!","2020-11-17 22:02:14.981052","f80c405b-96ea-4fd8-b926-4e83badcd3f2",-1,0,"4ed61b18-c1f6-4d71-aea3-caac01470b5c","Lenny Marijuana"
"Mummy Melcon is Beaned by a medium-dark roast with strong citrus notes. Mummy Melcon is now Wired!","2020-11-17 22:02:18.987944","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"1db2f602-64b1-4a5c-8697-1932cc2c6df1","Mummy Melcon"
"Comfort Septemberish is Beaned by a cinnamon roast with extra dimension. Comfort Septemberish is now Wired!","2020-11-17 22:02:42.987348","85ba2b4e-64ec-4ab4-8d68-a9951409aaab",-1,0,"d8ee256f-e3d0-46cb-8c77-b1f88d8c9df9","Comfort Septemberish"
"Slam Rosenthal is Beaned by a second crack roast with hints of lavender. Slam Rosenthal is now Wired!","2020-11-17 22:02:46.980013","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"37bdafdf-f213-4718-8200-c123fca39ff5","Slam Rosenthal"
"Velasquez Alstott is Beaned by a espresso roast with serious heat. Velasquez Alstott is now Wired!","2020-11-17 22:02:54.982142","caef7953-e9eb-4686-9f78-45271f7ed335",-1,0,"4ca52626-58cd-449d-88bb-f6d631588640","Velasquez Alstott"
"Patty Fox is Beaned by a cinnamon roast with candy-like sweetness. Patty Fox is now Wired!","2020-11-17 22:03:06.981349","d21841ef-b0ed-4a2a-9952-1314b45cac6e",-1,0,"81d7d022-19d6-427d-aafc-031fcb79b29e","Patty Fox"
"Lotus Mango is Beaned by a medium roast with extra dimension. Lotus Mango is now Wired!","2020-11-17 22:03:22.982882","85ba2b4e-64ec-4ab4-8d68-a9951409aaab",-1,0,"9f218ed1-d793-437d-a1b9-79f88f69154d","Lotus Mango"
"Inez Owens is Beaned by a espresso roast with candy-like sweetness. Inez Owens is now Wired!","2020-11-17 22:03:34.984008","dbebf22e-ad38-4062-b857-410c22226518",-1,0,"28964497-0efe-420c-9c1d-8574f224a4e9","Inez Owens"
"Beans Reblase is Beaned by a cinnamon roast with big-bodied milk chocolate. Beans Reblase is now Wired!","2020-11-17 22:03:38.99949","f80c405b-96ea-4fd8-b926-4e83badcd3f2",-1,0,"bbdeb3e2-cd5a-46ff-9a69-fd06b1482710","Beans Reblase"
"Sebastian Woodman is Beaned by a light roast with big-bodied milk chocolate. Sebastian Woodman is now Wired!","2020-11-17 22:04:10.990355","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"15d3a844-df6b-4193-a8f5-9ab129312d8d","Sebastian Woodman"
"Sebastian Woodman is Beaned by a espresso roast with delicate balance, flavor and body. Sebastian Woodman is now Tired!","2020-11-17 22:04:10.990355","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"15d3a844-df6b-4193-a8f5-9ab129312d8d","Sebastian Woodman"
"Zack Sanders is Beaned by a single origin roast with rich, velvety chocolate. Zack Sanders is now Wired!","2020-11-17 22:04:14.98399","5947b5f0-7a90-4896-bfa6-fd011a36fba7",-1,0,"3d3be7b8-1cbf-450d-8503-fce0daf46cbf","Zack Sanders"
"Randy Castillo is Beaned by a espresso roast with grass-fed butter. Randy Castillo is now Wired!","2020-11-17 22:04:18.98909","f80c405b-96ea-4fd8-b926-4e83badcd3f2",-1,0,"7932c7c7-babb-4245-b9f5-cdadb97c99fb","Randy Castillo"
"Holden Stanton is Beaned by a double roast with candy-like sweetness. Holden Stanton is now Wired!","2020-11-17 22:04:22.988905","caef7953-e9eb-4686-9f78-45271f7ed335",-1,0,"817dee99-9ccf-4f41-84e3-dc9773237bc8","Holden Stanton"
"Aura Irving is Beaned by a blonde roast with candy-like sweetness. Aura Irving is now Wired!","2020-11-17 22:04:30.996006","c906cb01-3214-4d70-a953-e8575f4fb450",-1,0,"a083246b-35f4-4dad-8b07-8b28047e0823","Aura Irving"
"Liquid Friend is Beaned by a full city roast with grass-fed butter. Liquid Friend is now Wired!","2020-11-17 22:04:38.988239","dbebf22e-ad38-4062-b857-410c22226518",-1,0,"d1a198d6-b05a-47cf-ab8e-39a6fa1ed831","Liquid Friend"
"Road Kill is Beaned by a dark roast with candy-like sweetness. Road Kill is now Wired!","2020-11-17 22:04:54.986834","c906cb01-3214-4d70-a953-e8575f4fb450",-1,0,"478d91ef-1a6d-4bb3-9965-87cdcc4ad8db","Road Kill"
"Brock Watson is Beaned by a blonde roast with caramel. Brock Watson is now Wired!","2020-11-17 22:05:03.006484","9e3111de-67ae-451e-864f-2f9ee8efb5c4",-1,0,"4542f0b0-3409-4a4a-a9e1-e8e8e5d73fcf","Brock Watson"
"Entropy Handcramp is Beaned by a light city roast with serious heat. Entropy Handcramp is now Wired!","2020-11-17 22:05:18.992087","c906cb01-3214-4d70-a953-e8575f4fb450",-1,0,"01bcbeeb-0f63-43b4-8cfa-ec02b42a1a5e","Entropy Handcramp"
"Entropy Handcramp is Beaned by a cinnamon roast with complexity and depth. Entropy Handcramp is now Tired!","2020-11-17 22:05:18.992087","c906cb01-3214-4d70-a953-e8575f4fb450",-1,0,"01bcbeeb-0f63-43b4-8cfa-ec02b42a1a5e","Entropy Handcramp"
"Peanutiel Duffy is Beaned by a second crack roast with candy-like sweetness. Peanutiel Duffy is now Wired!","2020-11-17 22:05:30.993056","5947b5f0-7a90-4896-bfa6-fd011a36fba7",-1,0,"5ff66eae-7111-4e3b-a9b8-a9579165b0a5","Peanutiel Duffy"
